filename	xmlid	au-name	title	au-birth	au-death	au-ids	digitalSource	firsted-yr	title-ids	language	numwords	subgenre	narr-per	au-gender	sizeCat	reprintCount	time-slot
FRA40033	FRA40033	Erckmann, Émile	Histoire d'un paysan, 1789-1815, II    	NA	NA	viaf:31995972	NA	1869	NA	fra	78096	NA	NA	U	medium	unspecified	T2
FRA40034	FRA40034	Erckmann, Émile	Histoire d'un paysan, 1789-1815, III    	1822	1899	viaf:31995972	NA	1869	NA	fra	89470	NA	NA	U	medium	unspecified	T2
FRA40035	FRA40035	Erckmann, Émile	Histoire d'un paysan, 1789-1815, IV    	1822	1899	viaf:31995972	NA	1869	NA	fra	78464	NA	NA	U	medium	unspecified	T2
FRA40041	FRA40041	Flaubert, Gustave	L'Éducation sentimentale    	NA	NA	viaf:9846192	NA	1869	NA	fra	150492	NA	NA	U	long	unspecified	T2
FRA40082	FRA40082	Verne, Jules	Autour de la lune    	NA	NA	viaf:76323989	NA	1869	NA	fra	57710	NA	NA	U	medium	unspecified	T2
FRA40300	FRA40300	Aimard, Gustave		NA	NA	viaf:9841962	NA	1869	NA	fra	72186	NA	NA	U	medium	unspecified	T2
FRA40376	FRA40376	Gouraud, Julie		NA	NA	viaf:31987653	NA	1869	NA	fra	39366	NA	NA	U	short	unspecified	T2
FRA40409	FRA40409	Malot, Hector		NA	NA	viaf:49228546	NA	1869	NA	fra	65835	NA	NA	U	medium	unspecified	T2
FRA40476	FRA40476	Stolz, Madame de [Fanny de Bégon]	La Maison roulante    	1820	1898	viaf:79158042	NA	1869	NA	fra	48410	NA	NA	U	short	unspecified	T2
FRA40612	FRA40612	Féval, Paul		NA	NA	viaf:17222447	NA	1869	NA	fra	76375	NA	NA	U	medium	unspecified	T2
FRA40631	FRA40631	Féval, Paul		NA	NA	viaf:17222447	NA	1869	NA	fra	90430	NA	NA	U	medium	unspecified	T2
FRA41158	FRA41158	Gaboriau, Émile	Monsieur Lecoq, 1 : L'enquête    	NA	NA	viaf:100177491	NA	1869	NA	fra	95792	NA	NA	U	medium	unspecified	T2
FRA41159	FRA41159	Gaboriau, Émile	Monsieur Lecoq, 2: L'Honneur du nom    	NA	NA	NA	NA	1869	NA	fra	162558	NA	NA	U	long	unspecified	T2
FRA41168	FRA41168	Ponson du Terrail, Pierre Alexis de	Rocambole en prison    	NA	NA	viaf:17228199	NA	1869	NA	fra	119745	NA	NA	U	long	unspecified	T2
FRA40095	FRA40095	Zola, Émile	La fortune des Rougon    	NA	NA	viaf:32004502	NA	1870	NA	fra	120741	NA	NA	U	long	unspecified	T2
FRA40420	FRA40420	Malot, Hector		NA	NA	viaf:49228546	NA	1870	NA	fra	43347	NA	NA	U	short	unspecified	T2
FRA41156	FRA41156	Gaboriau, Émile	La vie infernale, 1 : Pascal et Marguerite    	NA	NA	viaf:100177491	NA	1870	NA	fra	111134	NA	NA	U	long	unspecified	T2
FRA41157	FRA41157	Gaboriau, Émile	La vie infernale, 2 : Lia d'Argelès    	NA	NA	viaf:100177491	NA	1870	NA	fra	118177	NA	NA	U	long	unspecified	T2
FRA41163	FRA41163	Ponson du Terrail, Pierre Alexis	La corde du pendu (Rocambole)    	NA	NA	viaf:17228199	NA	1870	NA	fra	126214	NA	NA	U	long	unspecified	T2
FRA41164	FRA41164	du Terrail, Ponson	La corde du pendu (Rocambole), tome 2: L'homme gris    	NA	NA	viaf:17228199	NA	1870	NA	fra	59745	NA	NA	U	medium	unspecified	T2
FRA40178	FRA40178	Verne, Jules	Vingt Mille lieues sous les mers    	NA	NA	viaf:76323989	NA	1871	NA	fra	143608	NA	NA	U	long	unspecified	T2
FRA40455	FRA40455	Sand, George		NA	NA	viaf:46766944	NA	1871	NA	fra	38791	NA	NA	U	short	unspecified	T2
FRA41023	FRA41023	Gaboriau, Émile	La clique dorée (partie 1)    	NA	NA	viaf:100177491	NA	1871	NA	fra	78545	NA	NA	U	medium	unspecified	T2
FRA41024	FRA41024	Gaboriau, Émile	La clique dorée (partie 2)    	NA	NA	viaf:100177491	NA	1871	NA	fra	86493	NA	NA	U	medium	unspecified	T2
FRA40023	FRA40023	Daudet, Alphonse	Les aventures prodigieuses de Tartarin de Tarascon    	NA	NA	viaf:4928621	NA	1872	NA	fra	28045	NA	NA	U	short	unspecified	T2
FRA40083	FRA40083	Verne, Jules	Aventures de trois russes et de trois anglais dans l'Afrique australe    	NA	NA	viaf:76323989	NA	1872	NA	fra	67646	NA	NA	U	medium	unspecified	T2
FRA40092	FRA40092	Zola, Émile	La curée    	NA	NA	viaf:32004502	NA	1872	NA	fra	108030	NA	NA	U	long	unspecified	T2
FRA40372	FRA40372	Gouraud, Julie		NA	NA	viaf:31987653	NA	1872	NA	fra	43256	NA	NA	U	short	unspecified	T2
FRA40445	FRA40445	Sand, George		NA	NA	viaf:46766944	NA	1872	NA	fra	94058	NA	NA	U	medium	unspecified	T2
FRA40479	FRA40479	, 		NA	NA	viaf:79158042	NA	1872	NA	fra	45825	NA	NA	U	short	unspecified	T2
FRA40485	FRA40485	, 		NA	NA	viaf:79158042	NA	1872	NA	fra	45557	NA	NA	U	short	unspecified	T2
FRA40635	FRA40635	Féval, Paul Henry Corentin	Les Compagnons du trésor    	NA	NA	NA	NA	1872	NA	fra	164508	NA	NA	U	long	unspecified	T2
FRA41025	FRA41025	Gaboriau, Émile	La dégringolade, tome 1    	NA	NA	viaf:100177491	NA	1872	NA	fra	94752	NA	NA	U	medium	unspecified	T2
FRA41026	FRA41026	Gaboriau, Émile	La dégringolade, tome 2    	NA	NA	viaf:100177491	NA	1872	NA	fra	103994	NA	NA	U	long	unspecified	T2
FRA41027	FRA41027	Gaboriau, Émile	La dégringolade, tome 3    	NA	NA	viaf:100177491	NA	1872	NA	fra	81786	NA	NA	U	medium	unspecified	T2
FRA40027	FRA40027	Erckmann, Émile	Une campagne en Kabylie    	NA	NA	viaf:31995972	NA	1873	NA	fra	22776	NA	NA	U	short	unspecified	T2
FRA40029	FRA40029	Erckmann, Émile	Les deux frères (Les Rantzau)    	NA	NA	viaf:31995972	NA	1873	NA	fra	64876	NA	NA	U	medium	unspecified	T2
FRA40061	FRA40061	Zola, Émile	Le Ventre de Paris    	NA	NA	viaf:32004502	NA	1873	NA	fra	113519	NA	NA	U	long	unspecified	T2
FRA40174	FRA40174	Verne, Jules	Le Pays des fourrures    	NA	NA	viaf:76323989	NA	1873	NA	fra	135914	NA	NA	U	long	unspecified	T2
FRA40375	FRA40375	Gouraud, Julie		NA	NA	viaf:31987653	NA	1873	NA	fra	42899	NA	NA	U	short	unspecified	T2
FRA40416	FRA40416	Malot, Hector		NA	NA	viaf:49228546	NA	1873	NA	fra	45366	NA	NA	U	short	unspecified	T2
FRA41151	FRA41151	Gaboriau, Émile	La corde au cou    	NA	NA	viaf:100177491	NA	1873	NA	fra	159745	NA	NA	U	long	unspecified	T2
FRA41152	FRA41152	Gaboriau, Émile	La corde au cou, 2    	NA	NA	viaf:100177491	NA	1873	NA	fra	89314	NA	NA	U	medium	unspecified	T2
FRA01903_Gaboriau	FRA01903	Gaboriau, Émile	L'Argent des autres    	1832	1873	viaf:100177491	NA	1874	viaf:312338404	fra	173622	NA	NA	M	long	high	T2
FRA40311	FRA40311	Aimard, Gustave	Belle rivière    	NA	NA	viaf:9841962	NA	1874	NA	fra	129087	NA	NA	U	long	unspecified	T2
FRA40348	FRA40348	Fleuriot, Zénaïde		NA	NA	viaf:41872490	NA	1874	NA	fra	35390	NA	NA	U	short	unspecified	T2
FRA40371	FRA40371	Gouraud, Julie		NA	NA	viaf:31987653	NA	1874	NA	fra	43332	NA	NA	U	short	unspecified	T2
FRA40412	FRA40412	Malot, Hector		NA	NA	viaf:49228546	NA	1874	NA	fra	67916	NA	NA	U	medium	unspecified	T2
FRA40417	FRA40417	Malot, Hector		NA	NA	viaf:49228546	NA	1874	NA	fra	84322	NA	NA	U	medium	unspecified	T2
FRA40478	FRA40478	, 		NA	NA	viaf:79158042	NA	1874	NA	fra	43877	NA	NA	U	short	unspecified	T2
FRA40484	FRA40484	, 		NA	NA	viaf:79158042	NA	1874	NA	fra	51701	NA	NA	U	medium	unspecified	T2
FRA41021	FRA41021	Gaboriau, Émile	L'Argent des autres    	NA	NA	viaf:100177491	NA	1874	NA	fra	165425	NA	NA	U	long	unspecified	T2
FRA40017	FRA40017	, 	Jack    	NA	NA	viaf:author	NA	1875	NA	fra	171531	NA	NA	U	long	unspecified	T2
FRA40088	FRA40088	Verne, Jules	Le Chancellor    	NA	NA	viaf:76323989	NA	1875	NA	fra	54828	NA	NA	U	medium	unspecified	T2
FRA40104	FRA40104	Zola, Émile	La faute de l'abbé Mouret    	NA	NA	viaf:32004502	NA	1875	NA	fra	118153	NA	NA	U	long	unspecified	T2
FRA40169	FRA40169	Verne, Jules	L'Île mystérieuse    	NA	NA	viaf:author	NA	1875	NA	fra	201275	NA	NA	U	long	unspecified	T2
FRA40447	FRA40447	Sand, George		NA	NA	viaf:46766944	NA	1875	NA	fra	22729	NA	NA	U	short	unspecified	T2
FRA40625	FRA40625	Féval, Paul	La Ville-vampire    	NA	NA	viaf:17222447	NA	1875	NA	fra	41836	NA	NA	U	short	unspecified	T2
FRA40028	FRA40028	Erckmann, Émile	Un chef de chantier à l'isthme de Suez    	NA	NA	viaf:31995972	NA	1876	NA	fra	41440	NA	NA	U	short	unspecified	T2
FRA40096	FRA40096	Zola, Émile	Son excellence Eugène Rougon    	NA	NA	viaf:32004502	NA	1876	NA	fra	132579	NA	NA	U	long	unspecified	T2
FRA40370	FRA40370	Gouraud, Julie		NA	NA	viaf:31987653	NA	1876	NA	fra	42257	NA	NA	U	short	unspecified	T2
FRA40014	FRA40014	Verne, Jules	Hector Servadac    	NA	NA	viaf:76323989	NA	1877	NA	fra	117697	NA	NA	U	long	unspecified	T2
FRA40018	FRA40018	Daudet, Alphonse	Le Nabab    	NA	NA	viaf:4928621	NA	1877	NA	fra	140061	NA	NA	U	long	unspecified	T2
FRA40100	FRA40100	Zola, Émile	L'assommoir    	NA	NA	viaf:32004502	NA	1877	NA	fra	164260	NA	NA	U	long	unspecified	T2
FRA40168	FRA40168	Verne, Jules	Hector Servadac    	NA	NA	viaf:76323989	NA	1877	NA	fra	122924	NA	NA	U	long	unspecified	T2
FRA40303	FRA40303	Aimard, Gustave		NA	NA	viaf:9841962	NA	1877	NA	fra	101314	NA	NA	U	long	unspecified	T2
FRA40304	FRA40304	Aimard, Gustave		NA	NA	viaf:9841962	NA	1877	NA	fra	98114	NA	NA	U	medium	unspecified	T2
FRA40308	FRA40308	Aimard, Gustave	Le Chasseur de rats    	NA	NA	viaf:9841962	NA	1877	NA	fra	157443	NA	NA	U	long	unspecified	T2
FRA40347	FRA40347	Fleuriot, Zénaïde		NA	NA	viaf:41872490	NA	1877	NA	fra	32352	NA	NA	U	short	unspecified	T2
FRA40087	FRA40087	Verne, Jules	Un capitaine de quinze ans    	NA	NA	viaf:76323989	NA	1878	NA	fra	120890	NA	NA	U	long	unspecified	T2
FRA40099	FRA40099	Zola, Émile	Une page d'amour    	NA	NA	viaf:32004502	NA	1878	NA	fra	106516	NA	NA	U	long	unspecified	T2
FRA40318	FRA40318	, 		NA	NA	viaf:61641578	NA	1878	NA	fra	31128	NA	NA	U	short	unspecified	T2
FRA40377	FRA40377	Gouraud, Julie		NA	NA	viaf:31987653	NA	1878	NA	fra	54753	NA	NA	U	medium	unspecified	T2
FRA40407	FRA40407	Malot, Hector		NA	NA	viaf:49228546	NA	1878	NA	fra	104705	NA	NA	U	long	unspecified	T2
FRA40410	FRA40410	Malot, Hector		NA	NA	viaf:49228546	NA	1878	NA	fra	114534	NA	NA	U	long	unspecified	T2
FRA40482	FRA40482	, 		NA	NA	viaf:79158042	NA	1878	NA	fra	45634	NA	NA	U	short	unspecified	T2
FRA02503_Loti	FRA02503	Loti, Pierre	Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise     	1850	1923	viaf:89440078	NA	1879	viaf:185695658	fra	53825	NA	NA	M	medium	high	T2
FRA40043	FRA40043	Loti, Pierre	Aziyadé    	NA	NA	viaf:89440078	NA	1879	NA	fra	51968	NA	NA	U	medium	unspecified	T2
FRA40177	FRA40177	Verne, Jules	Les Tribulations d'un chinois en Chine    	NA	NA	viaf:76323989	NA	1879	NA	fra	59668	NA	NA	U	medium	unspecified	T2
FRA40315	FRA40315	, 		NA	NA	viaf:61641578	NA	1879	NA	fra	35542	NA	NA	U	short	unspecified	T2
FRA40316	FRA40316	, 		NA	NA	viaf:61641578	NA	1879	NA	fra	35743	NA	NA	U	short	unspecified	T2
FRA40317	FRA40317	, 		NA	NA	viaf:61641578	NA	1879	NA	fra	35646	NA	NA	U	short	unspecified	T2
FRA40320	FRA40320	, 		NA	NA	viaf:61641578	NA	1879	NA	fra	37562	NA	NA	U	short	unspecified	T2
FRA40382	FRA40382	Karl Huysmans, Joris		NA	NA	viaf:41841635	NA	1879	NA	fra	63762	NA	NA	U	medium	unspecified	T2
FRA40638	FRA40638	Huysmans, Joris-Karl		NA	NA	viaf:41841635	NA	1879	NA	fra	66134	NA	NA	U	medium	unspecified	T2
FRA40346	FRA40346	Fleuriot, Zénaïde		NA	NA	viaf:41872490	NA	1880	NA	fra	48108	NA	NA	U	short	unspecified	T3
FRA40368	FRA40368	Gouraud, Julie		NA	NA	viaf:31987653	NA	1880	NA	fra	36480	NA	NA	U	short	unspecified	T3
FRA00303_Aimard	FRA00303	Aimard, Gustave	Les Bandits de l'Arizona    	1818	1883	viaf:9841962	NA	1881	viaf:307977755	fra	72134	NA	NA	M	medium	low	T3
FRA00903_Daudet	FRA00903	Daudet, Alphonse	Numa Roumestan : Mœurs Parisiennes    	1840	1897	viaf:4928621	Ebooks libres et gratuits     	1881	viaf:287900644	fr	85708	NA	heterodiegetic     	M	medium	low	T3
FRA40019	FRA40019	Daudet, Alphonse	Numa Roumestan    	NA	NA	viaf:4928621	NA	1881	NA	fra	82839	NA	NA	U	medium	unspecified	T3
FRA40039	FRA40039	Flaubert, Gustave	Bouvard et Pécuchet    	NA	NA	viaf:9846192	NA	1881	NA	fra	85799	NA	NA	U	medium	unspecified	T3
FRA40051	FRA40051	Loti, Pierre	Le roman d'un Spahi    	NA	NA	viaf:89440078	NA	1881	NA	fra	48394	NA	NA	U	short	unspecified	T3
FRA40301	FRA40301	Aimard, Gustave	Les Bandits d'Arizona    	NA	NA	viaf:9841962	NA	1881	NA	fra	66933	NA	NA	U	medium	unspecified	T3
FRA40350	FRA40350	Fleuriot, Zénaïde		NA	NA	viaf:41872490	NA	1881	NA	fra	59461	NA	NA	U	medium	unspecified	T3
FRA40413	FRA40413	Malot, Hector		NA	NA	viaf:49228546	NA	1881	NA	fra	78086	NA	NA	U	medium	unspecified	T3
FRA40477	FRA40477	, 		NA	NA	viaf:79158042	NA	1881	NA	fra	38731	NA	NA	U	short	unspecified	T3
FRA40481	FRA40481	, 		NA	NA	viaf:79158042	NA	1881	NA	fra	49413	NA	NA	U	short	unspecified	T3
FRA40613	FRA40613	Féval, Paul Henri Corentin	Une Histoire de revenants    	NA	NA	viaf:17222447	NA	1881	NA	fra	45906	NA	NA	U	short	unspecified	T3
FRA40614	FRA40614	Féval, Paul	L'Homme sans bras    	NA	NA	viaf:17222447	NA	1881	NA	fra	45448	NA	NA	U	short	unspecified	T3
FRA40648	FRA40648	France, Anatole		NA	NA	viaf:4925052	NA	1881	NA	fra	55600	NA	NA	U	medium	unspecified	T3
FRA41005	FRA41005	Du Boisgobey, Fortuné	Le crime de l'omnibus    	NA	NA	viaf:19720225	NA	1881	NA	fra	89771	NA	NA	U	medium	unspecified	T3
FRA41150	FRA41150	Gaboriau, Émile	Les amours d'une empoisonneuse    	NA	NA	viaf:100177491	NA	1881	NA	fra	56654	NA	NA	U	medium	unspecified	T3
FRA40006	FRA40006	Aurevilly, Jules Barbey d'	Une histoire sans nom    	NA	NA	viaf:49221211	NA	1882	NA	fra	37723	NA	NA	U	short	unspecified	T3
FRA40016	FRA40016	Daudet, Alphonse	L'évangeliste    	NA	NA	viaf:4928621	NA	1882	NA	fra	67736	NA	NA	U	medium	unspecified	T3
FRA40046	FRA40046	Loti, Pierre	Le mariage de Loti    	NA	NA	viaf:89440078	NA	1882	NA	fra	47819	NA	NA	U	short	unspecified	T3
FRA40101	FRA40101	Zola, Émile	Pot-bouille    	NA	NA	viaf:32004502	NA	1882	NA	fra	141012	NA	NA	U	long	unspecified	T3
FRA40349	FRA40349	Fleuriot, Zénaïde		NA	NA	viaf:41872490	NA	1882	NA	fra	41970	NA	NA	U	short	unspecified	T3
FRA40367	FRA40367	Gouraud, Julie		NA	NA	viaf:31987653	NA	1882	NA	fra	42016	NA	NA	U	short	unspecified	T3
FRA40047	FRA40047	Loti, Pierre	Mon frère Yves    	NA	NA	viaf:89440078	NA	1883	NA	fra	71698	NA	NA	U	medium	unspecified	T3
FRA40056	FRA40056	Maupassant, Guy de	Une Vie    	NA	NA	viaf:29537765	NA	1883	NA	fra	75745	NA	NA	U	medium	unspecified	T3
FRA40097	FRA40097	Zola, Émile	Le Capitaine Burle    	NA	NA	viaf:32004502	NA	1883	NA	fra	62672	NA	NA	U	medium	unspecified	T3
FRA40171	FRA40171	Verne, Jules	Kéraban-Le-Têtu    	NA	NA	viaf:76323989	NA	1883	NA	fra	111889	NA	NA	U	long	unspecified	T3
FRA40403	FRA40403	Loti, Pierre		NA	NA	viaf:89440078	NA	1883	NA	fra	69604	NA	NA	U	medium	unspecified	T3
FRA40426	FRA40426	Mirbeau, Octave		NA	NA	viaf:100204602	NA	1883	NA	fra	56786	NA	NA	U	medium	unspecified	T3
FRA03902_Stolz	FRA03902	Stolz, Madame de [Fanny de Bégon]	La Maison blanche    	1820	1898	viaf:19850120 wikidata:Q3275360	NA	1884	viaf:unavailable	fr	52128	NA	NA	F	medium	low	T3
FRA40022	FRA40022	Daudet, Alphonse	Sapho    	NA	NA	viaf:author	NA	1884	NA	fra	58448	NA	NA	U	medium	unspecified	T3
FRA40081	FRA40081	Verne, Jules	L'archipel en feu    	NA	NA	viaf:76323989	NA	1884	NA	fra	60746	NA	NA	U	medium	unspecified	T3
FRA40098	FRA40098	Zola, Émile	La joie de vivre    	NA	NA	viaf:32004502	NA	1884	NA	fra	121042	NA	NA	U	long	unspecified	T3
FRA40373	FRA40373	Gouraud, Julie		NA	NA	viaf:31987653	NA	1884	NA	fra	49469	NA	NA	U	short	unspecified	T3
FRA40378	FRA40378	Gouraud, Julie		NA	NA	viaf:31987653	NA	1884	NA	fra	29029	NA	NA	U	short	unspecified	T3
FRA40480	FRA40480	, 		NA	NA	viaf:79158042	NA	1884	NA	fra	48728	NA	NA	U	short	unspecified	T3
FRA40640	FRA40640	Huysmans, Joris-Karl		NA	NA	viaf:41841635	NA	1884	NA	fra	63985	NA	NA	U	medium	unspecified	T3
FRA40734	FRA40734	Vallette-Eymery, Marguerite	Monsieur Vénus    	NA	NA	viaf:44304153	NA	1884	NA	fra	41745	NA	NA	U	short	unspecified	T3
FRA40024	FRA40024	Daudet, Alphonse	Tartarin sur les Alpes    	NA	NA	viaf:4928621	NA	1885	NA	fra	48965	NA	NA	U	short	unspecified	T3
FRA40052	FRA40052	Maupassant, Guy de	Bel-Ami    	NA	NA	viaf:29537765	NA	1885	NA	fra	110862	NA	NA	U	long	unspecified	T3
FRA40058	FRA40058	Zola, Émile	Germinal    	NA	NA	viaf:32004502	NA	1885	NA	fra	169656	NA	NA	U	long	unspecified	T3
FRA40059	FRA40059	Zola, Émile	Nana    	NA	NA	viaf:32004502	NA	1885	NA	fra	147474	NA	NA	U	long	unspecified	T3
FRA40172	FRA40172	Verne, Jules	Mathias Sandorf    	NA	NA	viaf:author	NA	1885	NA	fra	164270	NA	NA	U	long	unspecified	T3
FRA40656	FRA40656	Ohnet, Georges		NA	NA	viaf:66497284	NA	1885	NA	fra	107389	NA	NA	U	long	unspecified	T3
FRA41008	FRA41008	Du Boisgobey, Fortuné	La voilette bleue    	NA	NA	viaf:19720225	NA	1885	NA	fra	98624	NA	NA	U	medium	unspecified	T3
FRA40060	FRA40060	Zola, Émile	L'oeuvre    	NA	NA	viaf:32004502	NA	1886	NA	fra	136445	NA	NA	U	long	unspecified	T3
FRA40084	FRA40084	Verne, Jules	Un billet de loterie (Le numéro 9672)    	NA	NA	viaf:76323989	NA	1886	NA	fra	50230	NA	NA	U	medium	unspecified	T3
FRA40106	FRA40106	Boisgobey, Fortuné Du	La Bande rouge    	NA	NA	viaf:19720225	NA	1886	NA	fra	227858	NA	NA	U	long	unspecified	T3
FRA40402	FRA40402	Loti, Pierre		NA	NA	viaf:89440078	NA	1886	NA	fra	54868	NA	NA	U	medium	unspecified	T3
FRA40408	FRA40408	Malot, Hector		NA	NA	viaf:49228546	NA	1886	NA	fra	99766	NA	NA	U	medium	unspecified	T3
FRA40419	FRA40419	Malot, Hector		NA	NA	viaf:49228546	NA	1886	NA	fra	91448	NA	NA	U	medium	unspecified	T3
FRA40423	FRA40423	Mary, Jules		NA	NA	viaf:2503579	NA	1886	NA	fra	50141	NA	NA	U	medium	unspecified	T3
FRA40721	FRA40721	Villiers de L'Isle-Adam, Auguste comte de	L'Eve Future    	NA	NA	viaf:88998504	NA	1886	NA	fra	83977	NA	NA	U	medium	unspecified	T3
FRA41184	FRA41184	du Boisgobey, Fortuné	Rubis sur l'ongle    	NA	NA	viaf:19720225	NA	1886	NA	fra	98790	NA	NA	U	medium	unspecified	T3
FRA40045	FRA40045	Loti, Pierre	Madame Chrysanthème    	NA	NA	viaf:89440078	NA	1887	NA	fra	47590	NA	NA	U	short	unspecified	T3
FRA40054	FRA40054	Maupassant, Guy de	Mont-Oriol    	NA	NA	viaf:29537765	NA	1887	NA	fra	82578	NA	NA	U	medium	unspecified	T3
FRA40105	FRA40105	Zola, Émile	La terre    	NA	NA	viaf:author	NA	1887	NA	fra	170420	NA	NA	U	long	unspecified	T3
FRA40146	FRA40146	Mirbeau, Octave	Le Calvaire    	NA	NA	viaf:100204602	NA	1887	NA	fra	76757	NA	NA	U	medium	unspecified	T3
FRA40411	FRA40411	Malot, Hector		NA	NA	viaf:49228546	NA	1887	NA	fra	87880	NA	NA	U	medium	unspecified	T3
FRA02801_Mirbeau	FRA02801	Mirbeau, Octave	L'abbé Jules    	1848	1917	viaf:100204602	Ebooks libres et gratuits     	1888	viaf:310534644 	fr	78137	NA	homodiegetic     	M	medium	high	T3
FRA40055	FRA40055	Maupassant, Guy de	Pierre et Jean    	NA	NA	viaf:29537765	NA	1888	NA	fra	49297	NA	NA	U	short	unspecified	T3
FRA40103	FRA40103	Zola, Émile	Le rêve    	NA	NA	viaf:32004502	NA	1888	NA	fra	68128	NA	NA	U	medium	unspecified	T3
FRA40148	FRA40148	Mirbeau, Octave	L'abbé Jules    	NA	NA	viaf:100204602	NA	1888	NA	fra	75730	NA	NA	U	medium	unspecified	T3
FRA40149	FRA40149	Verne, Jules	Deux ans de vacances    	NA	NA	viaf:76323989	NA	1888	NA	fra	121080	NA	NA	U	long	unspecified	T3
FRA40369	FRA40369	Gouraud, Julie		NA	NA	viaf:31987653	NA	1888	NA	fra	42714	NA	NA	U	short	unspecified	T3
FRA40415	FRA40415	Malot, Hector		NA	NA	viaf:49228546	NA	1888	NA	fra	96683	NA	NA	U	medium	unspecified	T3
FRA40475	FRA40475	, 		NA	NA	viaf:79158042	NA	1888	NA	fra	45376	NA	NA	U	short	unspecified	T3
FRA41002	FRA41002	Boisgobey, Fortuné Du	L'oeil-de-chat    	NA	NA	viaf:19720225	NA	1888	NA	fra	159240	NA	NA	U	long	unspecified	T3
FRA41009	FRA41009	Du Boisgobey, Fortuné	L'oeil-de-chat, tome 2    	NA	NA	viaf:19720225	NA	1888	NA	fra	79901	NA	NA	U	medium	unspecified	T3
FRA00603_Boisgobey	FRA00603	Boisgobey, Fortuné du	Double-blanc    	1821	1891	viaf:19720225	NA	1889	viaf:unavailable	fra	125052	NA	NA	M	long	low	T3
FRA02703_Maupassant	FRA02703	Maupassant, Guy de	Fort comme la mort    	1850	1893	viaf:29537765	NA	1889	viaf:191941628	fra	75586	NA	NA	M	medium	high	T3
FRA40053	FRA40053	Maupassant, Guy de	Fort comme la mort    	NA	NA	viaf:29537765	NA	1889	NA	fra	73577	NA	NA	U	medium	unspecified	T3
FRA40108	FRA40108	Du Boisgobey, Fortuné	La Main froide    	NA	NA	viaf:19720225	NA	1889	NA	fra	97540	NA	NA	U	medium	unspecified	T3
FRA40167	FRA40167	Verne, Jules		NA	NA	viaf:76323989	NA	1889	NA	fra	104941	NA	NA	U	long	unspecified	T3
FRA40344	FRA40344	Dombre, Roger		NA	NA	viaf:37053113	NA	1889	NA	fra	23255	NA	NA	U	short	unspecified	T3
FRA40424	FRA40424	, 		NA	NA	NA	NA	1889	NA	fra	233213	NA	NA	U	long	unspecified	T3
FRA41003	FRA41003	, 	Double-blanc    	NA	NA	viaf:19720225	NA	1889	NA	fra	118075	NA	NA	U	long	unspecified	T3
FRA41006	FRA41006	Du Boisgobey, Fortuné	Le crime de l'opéra,     	NA	NA	viaf:19720225	NA	1889	NA	fra	242933	NA	NA	U	long	unspecified	T3
FRA41199	FRA41199	Du Boisgobey, Fortuné	La Main froide    	NA	NA	viaf:19720225	NA	1889	NA	fra	97540	NA	NA	U	medium	unspecified	T3
FRA00902_Daudet	FRA00902	Daudet, Alphonse	Port-Tarascon : Dernières aventures de l'illustre Tartarin    	1840	1897	viaf:4928621	NA	1890	viaf:179981155	fra	46932	NA	NA	M	short	low	T3
FRA01103_Dombre	FRA01103	Dombre, Roger	La Nounou    	1859	1914	viaf:37053113	NA	1890	oclc:457907781 viaf:unavailable	fra	40970	NA	NA	F	short	low	T3
FRA40021	FRA40021	Daudet, Alphonse	Port-Tarascon    	NA	NA	viaf:4928621	NA	1890	NA	fra	46244	NA	NA	U	short	unspecified	T3
FRA40050	FRA40050	Loti, Pierre	Le roman d'un enfant    	NA	NA	viaf:89440078	NA	1890	NA	fra	51159	NA	NA	U	medium	unspecified	T3
FRA40057	FRA40057	Zola, Émile	La bête humaine    	NA	NA	viaf:32004502	NA	1890	NA	fra	129913	NA	NA	U	long	unspecified	T3
FRA40147	FRA40147	Mirbeau, Octave	Sébastien Roch    	NA	NA	viaf:100204602	NA	1890	NA	fra	92784	NA	NA	U	medium	unspecified	T3
FRA40343	FRA40343	Dombre, Roger		NA	NA	viaf:37053113	NA	1890	NA	fra	46649	NA	NA	U	short	unspecified	T3
FRA40345	FRA40345	Dombre, Roger		NA	NA	viaf:37053113	NA	1890	NA	fra	38180	NA	NA	U	short	unspecified	T3
FRA40404	FRA40404	Loti, Pierre		NA	NA	viaf:89440078	NA	1890	NA	fra	49855	NA	NA	U	short	unspecified	T3
FRA40647	FRA40647	France, Anatole		NA	NA	viaf:4925052	NA	1890	NA	fra	50876	NA	NA	U	medium	unspecified	T3
FRA40657	FRA40657	Ohnet, Georges		NA	NA	viaf:66497284	NA	1890	NA	fra	49653	NA	NA	U	short	unspecified	T3
FRA40719	FRA40719	Darien, Georges		NA	NA	viaf:59052457	NA	1890	NA	fra	71623	NA	NA	U	medium	unspecified	T3
FRA40102	FRA40102	Zola, Émile	L'argent    	NA	NA	viaf:32004502	NA	1891	NA	fra	147821	NA	NA	U	long	unspecified	T3
FRA40418	FRA40418	Malot, Hector		NA	NA	viaf:49228546	NA	1891	NA	fra	84089	NA	NA	U	medium	unspecified	T3
FRA40091	FRA40091	Verne, Jules	Le château des Carpathes    	NA	NA	viaf:76323989	NA	1892	NA	fra	52589	NA	NA	U	medium	unspecified	T3
